TimeInterval,Latitude,Longitude,Speed
400.0,10.533852,76.2088123,80
700.0,10.5344154,76.2088837,80
400.0,10.5346511,76.2088753,80
300.0,10.5348635,76.208906,80
400.0,10.5350616,76.2089104,80
400.0,10.5352233,76.2089304,80
300.0,10.5353613,76.2089131,80
1600.0,10.5357991,76.2089757,80
800.0,10.5358566,76.2090001,80
0.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
0.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
0.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
200.0,10.5358566,76.2090001,80
600.0,10.5358566,76.2090001,80
200.0,10.5358566,76.2090001,80
600.0,10.5358566,76.2090001,80
200.0,10.5358566,76.2090001,80
800.0,10.5358566,76.2090001,80
200.0,10.5358566,76.2090001,80
600.0,10.5358566,76.2090001,80
200.0,10.5358566,76.2090001,80
700.0,10.5358566,76.2090001,80
300.0,10.5358566,76.2090001,80
1500.0,10.5358566,76.2090001,80
6000.0,10.5358566,76.2090001,80
6000.0,10.5358566,76.2090001,80
6000.0,10.5358566,76.2090001,80
51300.0,10.5358566,76.2090001,80
0.0,10.5358566,76.2090001,80
100.0,10.5358566,76.2090001,80
0.0,10.5358566,76.2090001,80
100.0,10.5340498,76.2087648,80
0.0,10.5340498,76.2087648,80
100.0,10.5340534,76.2088234,80
0.0,10.5340534,76.2088234,80
0.0,10.5340524,76.2088239,80
100.0,10.5340524,76.2088239,80
0.0,10.5340458,76.2088363,80
100.0,10.5340458,76.2088363,80
100.0,10.5340411,76.2088492,80
0.0,10.5340411,76.2088492,80
0.0,10.5340374,76.2088575,80
100.0,10.5340374,76.2088575,80
0.0,10.5340406,76.2088586,80
100.0,10.5340406,76.2088586,80
0.0,10.5340388,76.2088614,80
100.0,10.5340388,76.2088614,80
0.0,10.5340329,76.2088756,80
100.0,10.5340329,76.2088756,80
0.0,10.5340286,76.2088809,80
100.0,10.5340286,76.2088809,80
0.0,10.5340266,76.2088795,80
100.0,10.5340266,76.2088795,80
0.0,10.5340269,76.2088787,80
100.0,10.5340269,76.2088787,80
0.0,10.5340273,76.208878,80
100.0,10.5340273,76.208878,80
0.0,10.5340279,76.2088807,80
100.0,10.5340279,76.2088807,80
100.0,10.5340286,76.208881,80
0.0,10.5340286,76.208881,80
100.0,10.5340285,76.2088802,80
0.0,10.5340285,76.2088802,80
100.0,10.5340284,76.2088802,80
0.0,10.5340284,76.2088802,80
100.0,10.5340315,76.2088797,80
0.0,10.5340315,76.2088797,80
100.0,10.5340321,76.20888,80
100.0,10.5340323,76.2088806,80
0.0,10.5340323,76.2088806,80
100.0,10.5340323,76.2088825,80
100.0,10.5340287,76.208883,80
200.0,10.5340254,76.2088832,80
100.0,10.5340242,76.2088841,80
0.0,10.5340238,76.208884,80
100.0,10.5340229,76.2088841,80
0.0,10.5340229,76.2088841,80
100.0,10.5340223,76.2088843,80
100.0,10.5340209,76.2088845,80
0.0,10.5340209,76.2088845,80
100.0,10.5340199,76.2088842,80
0.0,10.5340199,76.2088842,80
100.0,10.5340196,76.2088838,80
0.0,10.5340196,76.2088838,80
100.0,10.5340189,76.2088837,80
0.0,10.5340189,76.2088837,80
14300.0,10.534008,76.2089149,80
100.0,10.5340077,76.2089131,80
100.0,10.5340078,76.2089132,80
100.0,10.5340069,76.2089147,80
100.0,10.5340071,76.2089181,80
100.0,10.5340057,76.2089215,80
100.0,10.5340053,76.2089234,80
100.0,10.5340052,76.2089257,80
100.0,10.5340046,76.208927,80
100.0,10.5340043,76.2089266,80
100.0,10.5340043,76.2089266,80
100.0,10.5340043,76.2089266,80
100.0,10.5340043,76.2089266,80
100.0,10.5340043,76.2089266,80
100.0,10.5340043,76.2089266,80
100.0,10.5340043,76.2089266,80
100.0,10.5340016,76.208936,80
100.0,10.5340046,76.2089256,80
100.0,10.5340045,76.2089251,80
100.0,10.5340045,76.2089251,80
100.0,10.5340045,76.2089251,80
100.0,10.5340045,76.2089251,80
100.0,10.5340037,76.2089263,80
100.0,10.5340037,76.2089258,80
100.0,10.5340034,76.2089256,80
100.0,10.534004,76.2089247,80
100.0,10.5340047,76.2089235,80
100.0,10.5340053,76.208922,80
100.0,10.5340058,76.2089218,80
100.0,10.5340061,76.2089222,80
100.0,10.5340065,76.2089221,80
100.0,10.534007,76.2089217,80
100.0,10.5340073,76.2089213,80
100.0,10.5340073,76.2089214,80
100.0,10.5340072,76.2089213,80
100.0,10.5340073,76.2089212,80
100.0,10.5340073,76.2089211,80
100.0,10.5340075,76.2089211,80
100.0,10.5340075,76.2089211,80
100.0,10.5340075,76.2089211,80
100.0,10.5340074,76.2089211,80
100.0,10.5340074,76.2089211,80
100.0,10.5340074,76.208921,80
100.0,10.5340074,76.208921,80
100.0,10.5340074,76.2089209,80
100.0,10.5340074,76.2089209,80
100.0,10.5340074,76.2089208,80
100.0,10.5340075,76.2089207,80
100.0,10.5340075,76.2089207,80
100.0,10.5340075,76.2089207,80
100.0,10.5340075,76.2089206,80
100.0,10.5340075,76.2089205,80
100.0,10.5340075,76.2089205,80
100.0,10.5340075,76.2089205,80
100.0,10.5340075,76.2089205,80
100.0,10.5340075,76.2089204,80
100.0,10.5340075,76.2089204,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089203,80
100.0,10.5340075,76.2089201,80
100.0,10.5340075,76.2089201,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.20892,80
100.0,10.5340075,76.20892,80
100.0,10.5340075,76.20892,80
100.0,10.5340076,76.2089199,80
100.0,10.5340076,76.2089199,80
100.0,10.5340076,76.2089198,80
100.0,10.5340076,76.2089198,80
100.0,10.5340076,76.2089198,80
100.0,10.5340076,76.2089198,80
100.0,10.5340076,76.2089199,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.20892,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340076,76.2089201,80
100.0,10.5340075,76.2089202,80
200.0,10.5340076,76.2089201,80
200.0,10.5340076,76.20892,80
200.0,10.5340076,76.20892,80
300.0,10.5340076,76.2089201,80
300.0,10.5340076,76.2089201,80
200.0,10.5340076,76.2089199,80
500.0,10.5340076,76.2089198,80
100.0,10.5340076,76.2089198,80
400.0,10.5340077,76.2089197,80
500.0,10.5340076,76.2089198,80
100.0,10.5340076,76.2089198,80
400.0,10.5340077,76.2089196,80
300.0,10.5340077,76.2089196,80
100.0,10.5340077,76.2089196,80
300.0,10.5340077,76.2089196,80
200.0,10.5340077,76.2089195,80
300.0,10.5340078,76.2089194,80
400.0,10.5340078,76.2089194,80
100.0,10.5340078,76.2089194,80
100.0,10.5340078,76.2089194,80
300.0,10.5340079,76.2089193,80
600.0,10.5340079,76.2089193,80
200.0,10.5340078,76.2089193,80
300.0,10.5340079,76.2089191,80
300.0,10.5340079,76.2089192,80
300.0,10.5340079,76.2089191,80
300.0,10.5340081,76.2089189,80
300.0,10.5340081,76.2089189,80
500.0,10.5340082,76.2089188,80
300.0,10.5340082,76.2089188,80
300.0,10.5340082,76.2089188,80
500.0,10.5340083,76.2089187,80
300.0,10.5340083,76.2089187,80
400.0,10.5340082,76.2089188,80
500.0,10.5340083,76.2089186,80
200.0,10.5340083,76.2089187,80
300.0,10.5340083,76.2089187,80
400.0,10.5340084,76.2089184,80
400.0,10.5340084,76.2089185,80
600.0,10.5340085,76.2089183,80
300.0,10.5340085,76.2089183,80
200.0,10.5340085,76.2089183,80
400.0,10.5340086,76.2089182,80
600.0,10.5340087,76.2089181,80
400.0,10.5340087,76.208918,80
100.0,10.5340088,76.2089179,80
600.0,10.5340088,76.2089178,80
700.0,10.5340089,76.2089176,80
400.0,10.5340089,76.2089177,80
400.0,10.534009,76.2089175,80
500.0,10.534009,76.2089175,80
400.0,10.5340091,76.2089173,80
400.0,10.5340091,76.2089173,80
400.0,10.5340092,76.2089173,80
600.0,10.5340092,76.2089172,80
200.0,10.5340092,76.2089172,80
500.0,10.5340093,76.2089171,80
400.0,10.5340093,76.2089171,80
500.0,10.5340094,76.208917,80
500.0,10.5340094,76.208917,80
400.0,10.5340094,76.208917,80
500.0,10.5340095,76.2089169,80
400.0,10.5340095,76.208917,80
500.0,10.5340095,76.2089168,80
400.0,10.5340095,76.2089169,80
800.0,10.5340096,76.2089168,80
700.0,10.5340096,76.2089168,80
500.0,10.5340096,76.2089168,80
500.0,10.5340097,76.2089167,80
500.0,10.5340097,76.2089168,80
500.0,10.5340097,76.2089167,80
500.0,10.5340097,76.2089167,80
500.0,10.5340098,76.2089164,80
300.0,10.5340098,76.2089164,80
300.0,10.5340098,76.2089164,80
500.0,10.5340099,76.2089162,80
500.0,10.5340099,76.2089163,80
500.0,10.53401,76.2089161,80
600.0,10.5340099,76.2089161,80
500.0,10.5340102,76.2089158,80
500.0,10.5340102,76.2089157,80
600.0,10.5340103,76.2089156,80
1300.0,10.5340104,76.2089155,80
300.0,10.5340104,76.2089155,80
300.0,10.5340104,76.2089155,80
500.0,10.5340104,76.2089154,80
600.0,10.5340104,76.2089154,80
600.0,10.5340104,76.2089153,80
500.0,10.5340105,76.2089152,80
600.0,10.5340106,76.2089149,80
600.0,10.5340106,76.2089149,80
1200.0,10.5340107,76.2089147,80
600.0,10.5340107,76.2089147,80
900.0,10.534016,76.2089238,80
300.0,10.534015,76.2089242,80
600.0,10.5340205,76.208924,80
600.0,10.5340222,76.2089181,80
700.0,10.5340221,76.2089161,80
600.0,10.5340231,76.2089154,80
600.0,10.534023,76.208915,80
1100.0,10.5340239,76.2089141,80
600.0,10.5340314,76.2089131,80
900.0,10.5340264,76.2089174,80
600.0,10.5340249,76.2089204,80
400.0,10.5340253,76.2089203,80
1000.0,10.5340249,76.2089211,80
1200.0,10.5340252,76.208921,80
700.0,10.5340267,76.2089197,80
1000.0,10.5340268,76.2089195,80
700.0,10.5340276,76.2089197,80
400.0,10.5340278,76.2089196,80
700.0,10.5340292,76.2089261,80
700.0,10.5340181,76.2089482,80
300.0,10.5340185,76.2089482,80
1000.0,10.5340223,76.2089461,80
1500.0,10.5340214,76.2089473,80
300.0,10.5340213,76.2089464,80
1000.0,10.5340217,76.2089454,80
700.0,10.5340222,76.2089448,80
700.0,10.5340224,76.2089445,80
700.0,10.5340228,76.2089438,80
1500.0,10.5340234,76.2089431,80
700.0,10.534024,76.2089423,80
700.0,10.5340179,76.2089418,80
700.0,10.5340224,76.2089352,80
700.0,10.534023,76.2089343,80
400.0,10.5340229,76.2089342,80
1300.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
100.0,10.5340234,76.2089335,80
2000.0,10.5340234,76.2089335,80
6000.0,10.5340234,76.2089335,80
2500.0,10.5340234,76.2089335,80
1500.0,10.5340218,76.208948,80
900.0,10.5340239,76.2089476,80
400.0,10.5340244,76.2089514,80
1000.0,10.5340283,76.2089492,80
900.0,10.5340293,76.2089487,80
1000.0,10.5340307,76.2089479,80
1400.0,10.5340319,76.2089475,80
900.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340319,76.2089475,80
100.0,10.5340328,76.2089476,80
100.0,10.5340324,76.2089441,80
100.0,10.5340314,76.2089422,80
100.0,10.5340321,76.2089416,80
100.0,10.5340328,76.2089424,80
100.0,10.5340337,76.2089424,80
100.0,10.5340338,76.2089423,80
100.0,10.5340335,76.2089416,80
100.0,10.5340333,76.2089411,80
100.0,10.5340333,76.208943,80
100.0,10.5340336,76.2089443,80
100.0,10.5340335,76.2089456,80
100.0,10.5340336,76.2089458,80
100.0,10.5340338,76.2089458,80
100.0,10.5340339,76.2089457,80
100.0,10.5340341,76.2089455,80
100.0,10.5340341,76.2089454,80
100.0,10.5340341,76.2089453,80
100.0,10.5340341,76.2089452,80
100.0,10.5340341,76.2089452,80
100.0,10.5340342,76.2089451,80
100.0,10.5340342,76.2089449,80
100.0,10.5340342,76.2089449,80
100.0,10.5340342,76.2089449,80
100.0,10.5340342,76.2089448,80
100.0,10.5340343,76.2089446,80
100.0,10.5340343,76.2089446,80
100.0,10.5340342,76.2089446,80
100.0,10.5340342,76.2089446,80
100.0,10.5340342,76.2089446,80
100.0,10.5340341,76.2089446,80
100.0,10.534034,76.2089446,80
100.0,10.534034,76.2089446,80
100.0,10.534034,76.2089446,80
100.0,10.5340341,76.2089444,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340343,76.2089442,80
100.0,10.5340344,76.208944,80
200.0,10.5340349,76.2089448,80
100.0,10.5340343,76.2089441,80
100.0,10.5340343,76.2089438,80
100.0,10.5340342,76.2089439,80
100.0,10.5340344,76.2089441,80
100.0,10.534034,76.2089432,80
100.0,10.5340331,76.2089424,80
100.0,10.5340328,76.208942,80
100.0,10.5340327,76.2089415,80
100.0,10.5340329,76.2089411,80
100.0,10.5340331,76.2089412,80
300.0,10.5340333,76.2089414,80
200.0,10.5340333,76.2089412,80
200.0,10.5340336,76.208941,80
400.0,10.5340335,76.208941,80
100.0,10.5340334,76.208941,80
200.0,10.5340335,76.2089409,80
400.0,10.5340336,76.2089408,80
100.0,10.5340335,76.2089408,80
200.0,10.5340333,76.208941,80
600.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
200.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
300.0,10.5340332,76.2089409,80
100.0,10.5340332,76.2089409,80
100.0,10.5340331,76.2089407,80
300.0,10.534033,76.2089408,80
400.0,10.5340323,76.20894,80
300.0,10.5340319,76.2089382,80
300.0,10.5340312,76.208938,80
200.0,10.5340306,76.2089376,80
500.0,10.5340306,76.2089373,80
300.0,10.5340306,76.208937,80
300.0,10.5340306,76.2089364,80
400.0,10.5340307,76.2089364,80
300.0,10.5340307,76.2089367,80
300.0,10.5340308,76.2089367,80
400.0,10.534031,76.2089366,80
100.0,10.534031,76.2089366,80
200.0,10.534031,76.2089367,80
300.0,10.5340313,76.2089365,80
600.0,10.5340316,76.2089361,80
300.0,10.5340318,76.208936,80
300.0,10.5340318,76.2089359,80
400.0,10.5340319,76.2089358,80
100.0,10.5340318,76.2089358,80
600.0,10.5340321,76.2089357,80
400.0,10.5340321,76.2089356,80
300.0,10.5340322,76.2089355,80
400.0,10.5340323,76.2089354,80
500.0,10.5340285,76.2089387,80
700.0,10.5340479,76.2089406,80
400.0,10.5340431,76.2089449,80
400.0,10.534039,76.2089475,80
400.0,10.5340363,76.2089472,80
400.0,10.5340365,76.2089405,80
200.0,10.534037,76.2089377,80
400.0,10.5340349,76.2089375,80
400.0,10.534032,76.2089297,80
400.0,10.5340289,76.2089271,80
400.0,10.5340239,76.2089292,80
400.0,10.5340226,76.2089295,80
400.0,10.5340242,76.2089298,80
400.0,10.5340274,76.2089306,80
900.0,10.5340318,76.2089309,80
400.0,10.5340316,76.2089285,80
500.0,10.5340301,76.2089257,80
400.0,10.5340327,76.2089232,80
500.0,10.5340339,76.2089323,80
400.0,10.5340335,76.2089417,80
600.0,10.5340306,76.2089495,80
200.0,10.5340304,76.2089495,80
900.0,10.5340299,76.2089438,80
200.0,10.5340336,76.2089407,80
600.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
400.0,10.5340302,76.2089431,80
500.0,10.5340302,76.2089431,80
200.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340302,76.2089431,80
100.0,10.5340284,76.2089446,80
100.0,10.5340288,76.2089447,80
100.0,10.5340283,76.2089452,80
100.0,10.5340283,76.2089452,80
100.0,10.5340283,76.2089452,80
100.0,10.5340283,76.2089452,80
100.0,10.5340283,76.2089452,80
100.0,10.5340275,76.2089459,80
100.0,10.5340275,76.2089473,80
100.0,10.5340285,76.2089474,80
100.0,10.5340282,76.2089474,80
100.0,10.5340281,76.2089475,80
100.0,10.5340287,76.2089474,80
100.0,10.5340304,76.2089457,80
100.0,10.5340349,76.2089396,80
100.0,10.5340355,76.2089341,80
100.0,10.5340367,76.2089312,80
100.0,10.5340379,76.2089294,80
100.0,10.5340384,76.2089278,80
100.0,10.5340385,76.2089286,80
100.0,10.5340393,76.2089297,80
100.0,10.5340407,76.2089319,80
100.0,10.5340408,76.2089374,80
100.0,10.5340412,76.2089407,80
100.0,10.5340421,76.2089414,80
100.0,10.5340425,76.2089415,80
100.0,10.534043,76.2089411,80
100.0,10.534043,76.2089408,80
100.0,10.5340439,76.2089393,80
100.0,10.5340437,76.2089381,80
100.0,10.5340415,76.2089391,80
100.0,10.5340402,76.2089389,80
100.0,10.5340401,76.2089393,80
100.0,10.5340383,76.208938,80
100.0,10.5340369,76.2089366,80
100.0,10.5340357,76.208935,80
100.0,10.5340352,76.2089336,80
100.0,10.5340351,76.2089329,80
100.0,10.5340359,76.208933,80
100.0,10.5340363,76.2089329,80
100.0,10.5340368,76.2089326,80
100.0,10.534037,76.2089317,80
100.0,10.5340373,76.2089317,80
100.0,10.5340374,76.208932,80
100.0,10.5340375,76.2089324,80
100.0,10.5340394,76.2089341,80
100.0,10.5340402,76.2089363,80
100.0,10.5340408,76.208938,80
100.0,10.5340408,76.2089378,80
100.0,10.5340414,76.2089378,80
100.0,10.5340423,76.2089379,80
100.0,10.5340433,76.2089375,80
100.0,10.5340433,76.2089375,80
100.0,10.5340438,76.2089372,80
100.0,10.5340443,76.2089363,80
100.0,10.5340443,76.2089349,80
100.0,10.5340453,76.2089344,80
100.0,10.5340464,76.2089342,80
100.0,10.5340469,76.2089342,80
100.0,10.5340471,76.2089342,80
100.0,10.5340472,76.2089341,80
100.0,10.5340471,76.2089341,80
100.0,10.5340482,76.208934,80
100.0,10.5340485,76.2089334,80
100.0,10.5340485,76.2089324,80
100.0,10.534048,76.2089314,80
100.0,10.534047,76.2089312,80
100.0,10.5340466,76.2089307,80
100.0,10.5340467,76.2089317,80
100.0,10.5340472,76.2089315,80
100.0,10.534047,76.208932,80
100.0,10.5340463,76.2089333,80
100.0,10.5340455,76.2089341,80
100.0,10.5340451,76.2089347,80
100.0,10.5340454,76.2089348,80
100.0,10.5340459,76.2089343,80
100.0,10.5340459,76.2089345,80
100.0,10.5340464,76.2089341,80
100.0,10.5340471,76.2089331,80
100.0,10.534048,76.2089329,80
100.0,10.534049,76.2089333,80
100.0,10.5340498,76.2089335,80
100.0,10.5340502,76.2089338,80
100.0,10.5340503,76.208934,80
100.0,10.5340503,76.208934,80
100.0,10.5340504,76.208934,80
200.0,10.5340507,76.208934,80
100.0,10.5340507,76.208934,80
200.0,10.5340507,76.208934,80
200.0,10.5340507,76.2089339,80
200.0,10.5340506,76.2089339,80
300.0,10.53405,76.2089333,80
100.0,10.5340469,76.2089332,80
100.0,10.5340454,76.2089328,80
300.0,10.5340454,76.2089325,80
300.0,10.5340456,76.2089353,80
100.0,10.5340457,76.2089359,80
200.0,10.5340458,76.2089358,80
300.0,10.534046,76.2089355,80
300.0,10.534046,76.2089354,80
200.0,10.5340462,76.2089351,80
300.0,10.5340467,76.2089348,80
200.0,10.5340467,76.2089348,80
300.0,10.5340467,76.2089348,80
400.0,10.5340459,76.2089361,80
400.0,10.53405,76.2089357,80
300.0,10.5340572,76.2089372,80
300.0,10.5340616,76.2089398,80
400.0,10.5340579,76.2089441,80
200.0,10.5340577,76.2089447,80
200.0,10.5340563,76.2089476,80
200.0,10.5340571,76.2089474,80
300.0,10.5340561,76.2089443,80
500.0,10.5340574,76.208947,80
400.0,10.5340591,76.2089454,80
300.0,10.5340593,76.2089452,80
500.0,10.5340596,76.2089448,80
300.0,10.534067,76.2089459,80
400.0,10.5340694,76.208945,80
300.0,10.5340703,76.2089445,80
400.0,10.5340762,76.2089439,80
100.0,10.5340941,76.2089486,80
400.0,10.5341494,76.2089523,80
200.0,10.5341592,76.2089495,80
400.0,10.5341769,76.2089647,80
300.0,10.5341787,76.2089694,80
400.0,10.5341695,76.2089429,80
600.0,10.5341729,76.2088946,80
300.0,10.5341808,76.2089272,80
400.0,10.5341932,76.2089533,80
200.0,10.5342038,76.2089802,80
600.0,10.5342013,76.2089816,80
200.0,10.5342012,76.2089685,80
400.0,10.5342057,76.2089735,80
400.0,10.5342107,76.2089779,80
400.0,10.5342005,76.2089836,80
400.0,10.534176,76.2089945,80
600.0,10.5341485,76.2089909,80
300.0,10.5341384,76.2090204,80
900.0,10.5341315,76.2090398,80
1700.0,10.5341022,76.2090727,80
0.0,10.5341022,76.2090727,80
200.0,10.5340732,76.2090887,80
0.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
100.0,10.5340732,76.2090887,80
200.0,10.5293873,76.2108494,80
0.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293874,76.2108534,80
100.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
0.0,10.5293875,76.2108548,80
100.0,10.5293875,76.2108548,80
